Latitude;Longitude;StationID;top(m);bot(m);grad(°C/km);k(W/mK);GHF(mW/m²);Err(mW/m²);Reference;DOI;DataQuality;Method;Comment
-51.56;7.7367;CH74-53B;;2.5;20;0.84;17;;Lee1975;https://doi.org/10.1029/GL002i006p00201;;unconsolidatedsediments;
-69.2233;38.675;JARE22-1;;1;-28;1.1;-31;;Nagao1983;https://doi.pangaea.de/10.1594/PANGAEA.808070;;borehole;
-69.2233;38.82;JARE22-2;;1;1;1.1;9;;Nagao1983;https://doi.pangaea.de/10.1594/PANGAEA.808070;;borehole;
-69.3433;39.6067;JARE22-3;;1;186;0.99;184;;Nagao1983;https://doi.pangaea.de/10.1594/PANGAEA.808070;;borehole;
-69.375;39.6817;JARE22-4;;1;197;0.96;190;;Nagao1983;https://doi.pangaea.de/10.1594/PANGAEA.808070;;borehole;
-69.0067;39.6633;JARE22-5;;1;53;0.94;50;;Nagao1983;https://doi.pangaea.de/10.1594/PANGAEA.808070;;borehole;
-64.517;3.0999;113-689B;;297;;1.152;114;14;Nagao1990;https://doi.org/10.2973/odp.proc.sr.113.183.1990;;borehole;
-65.161;1.2049;113-690B;;213;;1.44;45;;Nagao1990;https://doi.org/10.2973/odp.proc.sr.113.183.1990;;borehole;
-62.391;-43.4516;113-695A;;345;54.7;1.14;62.3;;Nagao1990;https://doi.org/10.2973/odp.proc.sr.113.183.1990;;borehole;
-61.849;-42.9331;113-696A;;103;;1.212;63;;Nagao1990;https://doi.org/10.2973/odp.proc.sr.113.183.1990;;borehole;
-63.68;-97.99;TH80-PC101;;;72;0.8;55;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-65.99;-97.97;TH80-PC103;;;43;1.3;57;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-67.78;-80.97;TH80-PC104;;;80;1;79;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-65.81;-71.87;TH80-PC106;;;66;1.1;74;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-67.71;-81.55;TH80-PC107;;;83;1;82;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-65.82;-84.67;TH80-PC108;;;56;1;56;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-65.91;-104.51;TH80-PC109;;;67;0.9;60;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.56;-9.31;TH81-PC201;;;21;1.3;27;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-69.41;-5.28;TH81-PC203;;;15;1.1;17;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-69.56;-5.34;TH81-PC204;;;12;1.1;13;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-69.9;-34.21;TH81-PC208;;;75;1.1;85;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-69.89;-34.24;TH81-PC209;;;83;1.1;91;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-77.12;-176.72;TH82-HF301;;;54;1.4;74;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-77.11;-178.03;TH82-HF302;;;85;1.4;121;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-77.11;179;TH82-HF304;;;97;1.2;117;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-76.7;-179.96;TH82-HF305;;;87;1.3;110;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.83;137.01;TH83-PC401;;;57;1;56;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.89;127.88;TH83-PC402;;;42;1;43;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-60.89;104.05;TH83-PC403;;;75;0.8;63;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.93;105.15;TH83-PC404;;;98;0.9;85;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.63;108;TH83-PC405;;;85;0.8;68;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.89;127.84;TH83-PC406;;;72;1;72;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-64.82;127.76;TH83-PC407;;;17;1;16;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-64.21;75.01;TH84-PC502;;;81;1;57;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-65.83;78.99;TH84-PC503;;;59;1;56;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-65.86;69.87;TH84-PC505;;;59;1;45;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-67.5;73;TH84-HF501;;;43;1.1;94;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.81;75.12;TH84-PC507;;;52;1;52;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-60.93;40.01;TH85-PC601;;;59;0.9;53;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-66;43.13;TH85-PC603;;;60;0.9;46;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-65.73;40.02;TH85-HF601;;;54;0.8;48;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-67.41;24.04;TH85-PC605;;;75;0.9;68;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-66.09;27.55;TH85-PC606;;;51;0.8;43;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.74;-58.99;TH88-GC901;;;205;0.8;172;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-61.7;-55.09;TH88-GC902;;;127;0.8;107;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-60.53;-61.3;TH88-GC903;;;106;1;111;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-61.76;-59.69;TH88-GC904;;;70;0.9;64;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-64.42;-63.69;TH88-GC905;;;137;1;133;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.28;-57.92;TH88-GC906;;;484;0.9;416;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.64;-58.44;TH88-GC907;;;170;0.8;141;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.4;-61.58;TH88-GC908;;;152;0.9;135;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-60.99;80.31;TH89-GC1001;;;134;0.9;122;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.8;78.89;TH89-GC1002;;;56;1.1;64;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.12;81.05;TH89-GC1003;;;57;1.1;67;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-68.86;74.99;TH89-GC1004;;;121;0.9;111;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-68.24;72.5;TH89-GC1006;;;83;1;82;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-64.82;145.01;TH92-GC1301;;;56;1;56;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-77.44;-161.18;TH92-GC1303;;;52;2;103;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-77.43;-169.77;TH92-GC1305;;;66;1.5;97;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.66;136.56;TH93-GC1401;;;49;0.9;46;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-65.05;133.28;TH93-GC1405;;;70;1.2;88;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.74;130.51;TH93-GC1407;;;70;1;70;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-64.32;130.49;TH93-GC1408;;;68;1.2;82;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-64.58;130.49;TH93-GC1409;;;58;1;57;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.72;112.33;TH94-GC1501;;;55;1;53;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.29;115.99;TH94-GC1503;;;50;1;49;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.32;116;TH94-GC1504;;;48;1;49;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.53;103.5;TH94-GC1505;;;78;0.9;71;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-64.58;110.03;TH94-GC1507;;;43;1;44;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.99;118.43;TH94-GC1508;;;57;1;54;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.99;118.28;TH94-GC1509;;;51;1;49;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-74.54;168;TH95-GC1604;;;118;1.2;143;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-76;167.57;TH95-GC1605;;;106;1.3;135;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-76.77;166.87;TH95-GC1606;;;109;1.1;117;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-64.37;-65.19;TH96-GC1702;;;83;0.9;79;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.87;-65.65;TH96-GC1703;;;76;1.4;107;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.56;-57.84;TH96-GC1707;;;163;0.8;135;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-59.69;-38.9;TH97-GC1801;;;99;1;103;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-59;-49.86;TH97-GC1802;;;141;1.1;161;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-61.74;-50.26;TH97-GC1804;;;141;1.2;64;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62;-52;TH97-GC1805;;;70;1.2;82;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-60.18;-55.5;TH97-GC1806;;;89;1.1;101;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.45;67.59;TH99-GC2001;;;51;0.8;41;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-59.85;64.81;TH99-GC2002;;;89;0.8;68;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.07;74.24;TH99-GC2003;;;50;0.9;46;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-63.75;64.31;TH99-GC2005;;;49;1.1;54;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-66;73.12;TH99-GC2006;;;55;1.2;66;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-65.14;75.12;TH99-GC2009;;;60;1.1;67;;Nagao2002;https://doi.org/10.2183/pjab.78.19;;unconsolidatedsediments;
-62.4;-43.45;113-695A;;;;;65;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-61.8;-42.93;113-696B;;;;;63;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-50.2;73.032;119-737A;;;;;78;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-61.6;80.595;119-744A;;;;;51;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-59.6;85.854;119-745B;;;;;66;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-54.8;76.794;120-747A;;;;;61;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-58.4;78.998;120-748B;;;;;90;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-53.18;5.13;177-1094A;;;;;6;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-67.567;-76.963;178-1096B;;;;;83;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-64.528;-64.208;178-1098B;;;;;73;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-64.945;-64.315;178-1099A;;;;;45;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-64.372;-70.262;178-1101A;;;;;94;;Prinbow2000;https://doi.org/10.1594/PANGAEA.808898;;borehole;
-77.12;176.7283;HF301;;;;1.36;73;;Sato1984;https://doi.org/10.1594/PANGAEA.807681;;unconsolidatedsediments;
-77.1117;178.035;HF302;;;;1.42;111;;Sato1984;https://doi.org/10.1594/PANGAEA.807681;;unconsolidatedsediments;
-77.1117;179.0033;HF304;;;;1.22;119;;Sato1984;https://doi.org/10.1594/PANGAEA.807681;;unconsolidatedsediments;
-76.705;179.9667;HF305;;;;1.27;114;;Sato1984;https://doi.org/10.1594/PANGAEA.807681;;unconsolidatedsediments;
-60.7417;-141.1267;PC301;;6;;0.83;116;;Sato1984;https://doi.org/10.1594/PANGAEA.807681;;unconsolidatedsediments;
-66.325;-139.5117;PC302;;8;;0.65;68;;Sato1984;https://doi.org/10.1594/PANGAEA.807681;;unconsolidatedsediments;
-64.1967;-139.7483;PC303;;7;;0.97;67;;Sato1984;https://doi.org/10.1594/PANGAEA.807681;;unconsolidatedsediments;
-65.37;-173.8733;PC304;;6;;0.8;16;;Sato1984;https://doi.org/10.1594/PANGAEA.807681;;unconsolidatedsediments;
-65.37;-173.8633;PC304A;;4;;0.83;8;;Sato1984;https://doi.org/10.1594/PANGAEA.807681;;unconsolidatedsediments;
-54;-69;Fuego;;2463;32;3.01;96;;Uyeda1982;https://doi.org/10.1594/PANGAEA.806043;;borehole;
-59.2333;-19.7333;IO15-4;;;;0.64;64;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-59.8;-13.4833;IO15-5;;;;0.72;30;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-60.5833;-3.6667;IO15-8;;;;0.72;49;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-64.9667;-7.4667;IO15-11;;;;0.93;41;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-70.65;-21.5833;IO15-39;;;;0.98;60;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-69.9833;-26.05;IO15-40;;;;0.96;84;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-63.1167;-20.0833;IO15-47;;;;0.88;57;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-62.9833;-19.7333;IO15-47A;;;;0.88;34;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-62;-20;IO15-48;;;;0.88;24;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-61.1;-19.85;IO15-49;;;;0.81;84;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-66.25;-33.0667;IO15-52;;;;0.86;64;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-64.0667;-36.95;IO15-55;;;;1.25;175;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-63.1;-38.45;IO15-56;;;;1.03;105;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
-55.65;-41.1667;IO15-64;;;;0.87;81;;Zlotnicki1980;https://doi.org/10.1029/GL007i006p00421;;unconsolidatedsediments;
